App,Category,Rating,Reviews,Size_MBs,Installs,Type,Price,Content_Rating,Genres,Last_Updated,Android_Ver
GATE 21 years CS Papers(2011-2018 Solved),BOOKS_AND_REFERENCE,NaN,1,34,50,Free,0,Everyone,Books & Reference,"July 24, 2018",4.1 and up
BN DB1 App,PRODUCTIVITY,NaN,2,34,50,Free,0,Everyone,Productivity,"December 4, 2017",4.0.3 and up
FG. Chic - House Lounge Musique - Radios de France,FAMILY,NaN,1,6.5,50,Free,0,Everyone,Entertainment,"June 9, 2018",4.2 and up
EX File Explorer File Manage Pro,PRODUCTIVITY,NaN,1,6.3,50,Paid,$1.99,Everyone,Productivity,"August 6, 2017",4.0 and up
CT Checkout,FINANCE,5,1,8.4,50,Free,0,Everyone,Finance,"April 20, 2017",4.2 and up
AJ Rafael Music Lyrics,FAMILY,NaN,0,8.4,50,Free,0,Everyone 10+,Entertainment,"January 3, 2018",4.0.3 and up
Animal Hunting: Sniper Shooting,GAME,NaN,0,48,50,Free,0,Teen,Action,"July 6, 2018",4.0 and up
dy n fly,LIFESTYLE,NaN,1,4.8,50,Free,0,Everyone,Lifestyle,"March 5, 2018",4.0 and up
POCKET ATLAS CARDIAC MRI AND CT,MEDICAL,NaN,0,4.8,50,Free,0,Everyone,Medical,"July 18, 2018",4.0 and up
BV Frankfurt inside,SPORTS,NaN,3,4.8,50,Free,0,Everyone,Sports,"June 21, 2018",4.4 and up
The DJ - Match with People,DATING,NaN,0,9.8,50,Free,0,Mature 17+,Dating,"August 2, 2018",4.1 and up
AQ Ria Retail,FAMILY,5,4,52,50,Free,0,Everyone,Education,"April 3, 2018",4.1 and up
R File Manager,TOOLS,4.8,17,6.7,50,Free,0,Everyone,Tools,"May 5, 2018",4.4 and up
bk Group Mobile,BUSINESS,NaN,1,30,50,Free,0,Everyone,Business,"February 26, 2018",4.4W and up
Debra Care Conference,BUSINESS,NaN,0,30,50,Free,0,Everyone,Business,"June 15, 2018",5.0 and up
Lord Fairfax EMS Council,MEDICAL,NaN,0,30,50,Free,0,Everyone,Medical,"July 17, 2018",4.0.3 and up
Bar BQ Tonight Dublin,LIFESTYLE,NaN,0,22,50,Free,0,Everyone,Lifestyle,"May 20, 2018",4.0.3 and up
Ah !,FAMILY,NaN,3,22,50,Free,0,Everyone,Entertainment,"December 27, 2017",5.0 and up
CW Mobile,FAMILY,NaN,3,22,50,Free,0,Everyone,Education,"June 25, 2018",4.2 and up
Real Sheet ∞: Pathfinder + DT,FAMILY,3.5,2,22,50,Paid,$2.99,Everyone,Role Playing,"March 20, 2017",4.2 and up
CE HPJM 69,NEWS_AND_MAGAZINES,NaN,2,22,50,Free,0,Everyone,News & Magazines,"November 9, 2017",4.1 and up
DYPSOET,FAMILY,5,8,7.4,50,Free,0,Everyone,Education,"August 7, 2018",4.1 and up
Read it easy for BK,LIFESTYLE,5,1,3.2,50,Free,0,Everyone,Lifestyle,"July 15, 2018",4.1 and up
Villarreal CF Wallpapers 4 Fans,LIFESTYLE,NaN,2,3.2,50,Free,0,Everyone,Lifestyle,"May 22, 2018",4.0 and up
BZ Fingers,GAME,4.6,15,3.2,50,Free,0,Everyone,Arcade,"July 5, 2017",4.0.3 and up
My Ag Report,PRODUCTIVITY,NaN,1,3.2,50,Free,0,Everyone,Productivity,"June 18, 2018",5.1 and up
DH Mariage,LIFESTYLE,NaN,0,4.9,50,Free,0,Everyone,Lifestyle,"September 12, 2017",4.3 and up
Iraq love chat,DATING,NaN,14,5,50,Free,0,Teen,Dating,"August 3, 2018",4.0.3 and up
Minwa HA ( C.B ),HOUSE_AND_HOME,NaN,0,5,50,Free,0,Everyone,House & Home,"September 15, 2017",4.1 and up
DG Surveyor,BUSINESS,3.6,5,6.8,50,Paid,$8.99,Everyone,Business,"April 30, 2018",4.0.3 and up
Ceasa CE,TOOLS,NaN,0,4,50,Free,0,Everyone,Tools,"June 13, 2018",4.0 and up
Ability DS UNO,PRODUCTIVITY,NaN,3,2.3,50,Paid,$2.60,Everyone,Productivity,"May 19, 2014",1.5 and up
BC MVA Fines,BOOKS_AND_REFERENCE,5,5,7.2,50,Paid,$1.75,Everyone,Books & Reference,"October 8, 2015",4.1 and up
CD Padel Mora,SPORTS,NaN,1,7.2,50,Free,0,Everyone,Sports,"June 14, 2018",4.0 and up
Bubble Shooter DX AdFree,FAMILY,NaN,1,2.1,50,Paid,$2.99,Everyone,Casual,"May 31, 2016",2.3 and up
Warfarin Dose Calculator,MEDICAL,NaN,0,6.9,50,Free,0,Everyone,Medical,"July 15, 2018",4.1 and up
MY GULFPORT FL,PRODUCTIVITY,NaN,0,49,50,Free,0,Everyone,Productivity,"May 18, 2018",4.1 and up
Displaying You VR,PHOTOGRAPHY,NaN,1,67,50,Free,0,Everyone,Photography,"October 19, 2016",4.0 and up
Vital Tones EI Pro,HEALTH_AND_FITNESS,NaN,2,85,50,Paid,$9.99,Everyone,Health & Fitness,"December 1, 2017",4.0 and up
AC-BL,COMMUNICATION,NaN,0,4.3,50,Free,0,Everyone,Communication,"April 20, 2018",2.1 and up
bq magazine,NEWS_AND_MAGAZINES,NaN,2,8.8,50,Free,0,Everyone,News & Magazines,"July 19, 2018",4.1 and up
BxPort - Bitcoin Bx (Thailand),FINANCE,5,4,4.1,50,Free,0,Everyone,Finance,"July 14, 2018",4.2 and up
AC CE BJT Actorial,FAMILY,NaN,1,1.4,50,Paid,$2.00,Everyone,Education,"September 27, 2015",1.6 and up
gps tracker cg,TOOLS,NaN,0,1.4,50,Free,0,Everyone,Tools,"May 27, 2017",4.1 and up
CricQuick,SPORTS,5,17,1.5,50,Free,0,Everyone,Sports,"December 8, 2017",4.0.3 and up
CI Capital - Dynamic,FINANCE,4.8,4,5.1,50,Free,0,Everyone,Finance,"May 23, 2018",5.0 and up
Number Therapy,MEDICAL,NaN,0,5.3,50,Paid,$14.99,Everyone,Medical,"October 3, 2017",4.0.3 and up
Global Shop,BUSINESS,NaN,0,3.3,50,Free,0,Everyone,Business,"February 23, 2018",4.0 and up
FN,BUSINESS,5,14,3.3,50,Free,0,Everyone,Business,"February 1, 2018",4.0 and up
Love Calendar - Couple Sharing Calendar & CoupleDay,DATING,NaN,14,3.3,50,Free,0,Everyone,Dating,"July 30, 2018",4.1 and up
ElejaOnline DF,BUSINESS,NaN,0,3,50,Free,0,Everyone,Business,"June 18, 2018",4.1 and up
Ag-Pro Companies,BUSINESS,NaN,0,45,50,Free,0,Everyone,Business,"March 6, 2018",4.4 and up
CX Elevated,BUSINESS,NaN,0,55,50,Free,0,Everyone,Business,"February 1, 2018",4.1 and up
Diligan CD VR,MEDICAL,NaN,1,46,50,Free,0,Everyone,Medical,"May 21, 2018",4.4 and up
BV Teknisk App,BUSINESS,NaN,0,2,50,Free,0,Everyone,Business,"January 15, 2016",4.0 and up
Truck Driving Test Class 3 BC,FAMILY,1,1,2,50,Paid,$1.49,Everyone,Education,"April 9, 2012",2.1 and up
EP Coding,MEDICAL,NaN,0,2,50,Paid,$0.99,Everyone,Medical,"October 5, 2017",4.0 and up
EduNAV.BH,FAMILY,NaN,3,3.8,50,Free,0,Everyone,Education,"February 12, 2018",4.3 and up
Santa Fe Thrive,HEALTH_AND_FITNESS,5,2,8.3,50,Free,0,Everyone,Health & Fitness,"July 9, 2018",4.1 and up
Pyaar Ek Dhoka,FAMILY,5,18,1.3,50,Free,0,Everyone,Casual,"February 13, 2018",4.3 and up
Stolica.bg,NEWS_AND_MAGAZINES,NaN,1,1.3,50,Free,0,Everyone,News & Magazines,"May 2, 2018",5.0 and up
LifePoint Church - FL,LIFESTYLE,NaN,1,7.6,50,Free,0,Everyone,Lifestyle,"December 9, 2015",4.0.3 and up
Loteria BR,FAMILY,NaN,0,1.8,50,Free,0,Everyone,Entertainment,"May 17, 2017",4.0 and up
ABG Master,MEDICAL,NaN,2,1.8,50,Paid,$0.99,Everyone,Medical,"August 4, 2018",4.1 and up
iLauncher OS 12 Pro - Phone X,PERSONALIZATION,NaN,3,9.6,50,Paid,$2.99,Everyone,Personalization,"June 24, 2018",4.1 and up
CL Strength,HEALTH_AND_FITNESS,5,3,40,50,Free,0,Everyone,Health & Fitness,"June 27, 2018",4.1 and up
Unstoppaball DX,FAMILY,4.2,5,40,50,Paid,$1.49,Everyone,Puzzle,"May 20, 2014",2.0.1 and up
Penn State Health OnDemand,MEDICAL,NaN,0,40,50,Free,0,Everyone,Medical,"July 24, 2018",4.0.3 and up
Penn State Health OnDemand,MEDICAL,NaN,0,40,50,Free,0,Everyone,Medical,"July 24, 2018",4.0.3 and up
BS-Mobile,COMMUNICATION,5,1,0.6669921875,50,Free,0,Everyone,Communication,"September 3, 2015",2.3 and up
"Reading Race 1b: sh, ch words",FAMILY,NaN,2,76,50,Paid,$3.99,Everyone,Educational;Education,"January 8, 2016",4.0 and up
COMSATS BOOK STORE FOR BS(CS),FAMILY,5,15,94,50,Free,0,Everyone,Education,"July 11, 2018",4.0.3 and up
CB NFC Pendant,HEALTH_AND_FITNESS,NaN,0,0.8916015625,50,Free,0,Everyone,Health & Fitness,"October 4, 2017",4.1 and up
music (CG),FAMILY,NaN,0,99,50,Free,0,Everyone,Entertainment,"April 24, 2018",4.1 and up
BS Detector - Diss 'n' Gauges,FAMILY,NaN,0,0.822265625,50,Paid,$1.49,Everyone,Entertainment,"February 22, 2013",2.2 and up
Interactive NPC DM Tool,FAMILY,2.8,5,0.6142578125,50,Paid,$0.99,Everyone,Role Playing,"January 31, 2015",2.3.3 and up
EP Radio,FAMILY,5,3,0.150390625,50,Free,0,Everyone,Entertainment,"March 26, 2018",3.0 and up
Word Search Tab 1 FR,FAMILY,NaN,0,0.99609375,50,Paid,$1.04,Everyone,Puzzle,"February 6, 2012",3.0 and up
CT and XR Dose Calculator,MEDICAL,NaN,3,0.0947265625,50,Paid,$0.99,Everyone,Medical,"January 22, 2014",1.6 and up
BL File Explorer,TOOLS,NaN,1,0.4111328125,50,Paid,$1.99,Everyone,Tools,"July 18, 2014",1.5 and up
BW Wallpaper,PERSONALIZATION,4.5,4,0.4990234375,50,Free,0,Everyone,Personalization,"December 31, 2016",4.0 and up
Circle Colors Pack-FN Theme,PERSONALIZATION,4.2,6,0.0869140625,50,Paid,$0.99,Everyone,Personalization,"August 9, 2013",2.2 and up
EO SouthAsia,BUSINESS,4.2,8,19,100,Free,0,Teen,Business,"April 25, 2018",4.1 and up
EY Digital Tax AR,BUSINESS,NaN,2,19,100,Free,0,Everyone,Business,"September 29, 2017",4.0 and up
AF Nutrition - Integratori,HEALTH_AND_FITNESS,NaN,6,19,100,Free,0,Everyone,Health & Fitness,"August 2, 2018",4.1 and up
BT (Usage Interne),LIBRARIES_AND_DEMO,NaN,3,19,100,Free,0,Everyone,Libraries & Demo,"August 17, 2017",2.3 and up
Bar BQ Night Middlesbrough,SHOPPING,NaN,0,19,100,Free,0,Teen,Shopping,"July 2, 2018",4.1 and up
C.B. Shop,SHOPPING,NaN,19,19,100,Free,0,Everyone,Shopping,"May 9, 2017",4.0.3 and up
EF Summits,TRAVEL_AND_LOCAL,NaN,0,19,100,Free,0,Everyone,Travel & Local,"May 20, 2018",4.4 and up
[Sub/EMUI] P Pro - EMUI 8.1/8.0/5.X Theme,PERSONALIZATION,4,13,19,100,Paid,$0.99,Everyone,Personalization,"July 20, 2018",7.0 and up
OMEGA Black UI Theme - CM 12+,PERSONALIZATION,4.2,12,19,100,Paid,$0.99,Everyone,Personalization,"August 20, 2015",5.0 and up
K-App Mitarbeiter Galeria Kaufhof,PRODUCTIVITY,NaN,0,19,100,Free,0,Everyone,Productivity,"July 10, 2018",4.4 and up
Revista BS,NEWS_AND_MAGAZINES,NaN,10,19,100,Free,0,Everyone,News & Magazines,"January 13, 2017",4.1 and up
AP Mobile 104,BUSINESS,NaN,0,14,100,Free,0,Everyone,Business,"December 13, 2017",4.0 and up
DB Pickles,BUSINESS,5,5,14,100,Free,0,Everyone,Business,"March 20, 2018",4.1 and up
Aj.Petra,COMMUNICATION,NaN,5,14,100,Free,0,Everyone,Communication,"September 29, 2017",4.1 and up
Toronto Dating,DATING,NaN,0,14,100,Free,0,Mature 17+,Dating,"July 12, 2018",4.1 and up
C B Patel Health Club,HEALTH_AND_FITNESS,5,5,14,100,Free,0,Everyone,Health & Fitness,"July 2, 2018",4.4 and up
CF Townsville,HEALTH_AND_FITNESS,5,4,14,100,Free,0,Everyone,Health & Fitness,"July 9, 2018",4.1 and up
DG Fitness,HEALTH_AND_FITNESS,4.8,6,14,100,Free,0,Everyone,Health & Fitness,"March 23, 2018",4.1 and up
DF Squid,GAME,NaN,1,14,100,Free,0,Everyone,Board,"December 12, 2013",2.3 and up
Denis Brogniart - AH 2 !,FAMILY,NaN,4,14,100,Free,0,Everyone,Entertainment,"October 28, 2017",2.1 and up
Guia Bike DF,SPORTS,NaN,29,14,100,Free,0,Everyone,Sports,"February 18, 2018",5.0 and up
B-17 Flying Fortress WWII LWP,PERSONALIZATION,NaN,7,14,100,Paid,$1.49,Everyone,Personalization,"December 22, 2016",4.1 and up
Themes DAF CF 85,PERSONALIZATION,NaN,3,14,100,Free,0,Teen,Personalization,"May 13, 2016",2.3.3 and up
Wallpapers Volvo FH Truck,PERSONALIZATION,4.2,4,14,100,Free,0,Teen,Personalization,"July 31, 2016",2.3.3 and up
058.ba,NEWS_AND_MAGAZINES,4.4,27,14,100,Free,0,Everyone,News & Magazines,"July 6, 2018",4.2 and up
CI On The Go,NEWS_AND_MAGAZINES,3,2,14,100,Free,0,Everyone,News & Magazines,"July 18, 2018",5.0 and up
The ClubHouse CR,HEALTH_AND_FITNESS,NaN,5,8.7,100,Free,0,Everyone,Health & Fitness,"July 9, 2018",4.1 and up
AG Track,TOOLS,4.1,12,8.7,100,Free,0,Everyone,Tools,"March 23, 2018",4.0 and up
Merck CE,BUSINESS,4.5,2,25,100,Free,0,Everyone,Business,"February 13, 2017",4.1 and up
Speeding Joyride & Car Meet App,DATING,5,3,25,100,Free,0,Mature 17+,Dating,"July 20, 2018",4.1 and up
Bu Hangi Film ?,FAMILY,NaN,3,25,100,Free,0,Everyone,Puzzle,"August 31, 2017",4.0.3 and up
DV Car Service,MAPS_AND_NAVIGATION,4.6,10,25,100,Free,0,Everyone,Maps & Navigation,"August 9, 2017",4.0.3 and up
BV Link,BUSINESS,NaN,10,2.8,100,Free,0,Everyone,Business,"April 11, 2018",4.1 and up
EP FCU,FINANCE,NaN,2,2.8,100,Free,0,Everyone,Finance,"March 22, 2018",4.1 and up
BG TV Program,FAMILY,NaN,1,2.8,100,Free,0,Everyone,Entertainment,"April 22, 2018",4.1 and up
AJ Cam,PHOTOGRAPHY,5,44,2.8,100,Free,0,Everyone,Photography,"January 23, 2018",4.1 and up
CI CAFETERIAS UBER,PRODUCTIVITY,NaN,0,2.8,100,Free,0,Everyone,Productivity,"June 11, 2018",4.4 and up
Diseño de columnas NTC - RSEE 2017,PRODUCTIVITY,NaN,6,2.8,100,Paid,$0.99,Everyone,Productivity,"March 26, 2018",4.1 and up
gardening ideas flower diy,HOUSE_AND_HOME,NaN,0,5.6,100,Free,0,Everyone,House & Home,"May 29, 2017",2.3 and up
Frases Cristianas de Esperanza y Fe,SOCIAL,NaN,2,5.6,100,Free,0,Everyone,Social,"October 18, 2017",2.3 and up
[BN] Blitz,SPORTS,3.2,4,5.6,100,Free,0,Everyone,Sports,"May 17, 2018",4.3 and up
chat dz,COMMUNICATION,5,8,29,100,Free,0,Teen,Communication,"March 14, 2018",4.1 and up
E W Bookkeeping & Accountancy,FINANCE,NaN,1,29,100,Free,0,Everyone,Finance,"April 23, 2018",4.1 and up
B-52 Spirits of Glory Deluxe,GAME,4.3,12,29,100,Paid,$0.99,Everyone,Arcade,"September 2, 2017",2.3 and up
Maricopa AH,MEDICAL,NaN,0,29,100,Free,0,Everyone,Medical,"July 16, 2018",4.0.3 and up
MD PAWS AH,MEDICAL,NaN,0,29,100,Free,0,Everyone,Medical,"February 23, 2018",4.0.3 and up
Mukwonago AH,MEDICAL,NaN,1,29,100,Free,0,Everyone,Medical,"June 29, 2017",4.0.3 and up
Claus Paws AH,MEDICAL,NaN,1,29,100,Free,0,Everyone,Medical,"December 8, 2017",4.0.3 and up
Maricopa AH,MEDICAL,NaN,0,29,100,Free,0,Everyone,Medical,"July 16, 2018",4.0.3 and up
WAH AH,MEDICAL,NaN,0,29,100,Free,0,Everyone,Medical,"May 3, 2017",4.0.3 and up
Prestige AH,MEDICAL,4,2,29,100,Free,0,Everyone,Medical,"May 11, 2017",4.0.3 and up
San Dimas AH,MEDICAL,NaN,0,29,100,Free,0,Everyone,Medical,"February 18, 2018",4.0.3 and up
Hilltop AH,MEDICAL,NaN,0,29,100,Free,0,Everyone,Medical,"January 10, 2018",4.0.3 and up
Ferguson AH,MEDICAL,NaN,0,29,100,Free,0,Everyone,Medical,"July 17, 2017",4.0.3 and up
Downers Grove AH,MEDICAL,NaN,0,29,100,Free,0,Everyone,Medical,"January 10, 2018",4.0.3 and up
AH of Rocky Hill,MEDICAL,NaN,0,29,100,Free,0,Everyone,Medical,"November 24, 2017",4.0.3 and up
Rejoin Your Ex,SOCIAL,NaN,0,29,100,Free,0,Everyone,Social,"May 26, 2015",2.3.3 and up
CE Smart,TOOLS,5,3,29,100,Free,0,Everyone,Tools,"May 28, 2018",4.1 and up
ABTO CY-ET1,TOOLS,NaN,1,29,100,Free,0,Everyone,Tools,"February 6, 2017",4.0 and up
Dete.bg,NEWS_AND_MAGAZINES,NaN,0,29,100,Free,0,Everyone,News & Magazines,"June 12, 2017",4.1 and up
Shoot M-16 vs AK-47 : realistic weapon simulator,FAMILY,3,2,33,100,Free,0,Everyone,Simulation,"July 18, 2018",4.1 and up
Bible Quizzer - The App for Bible Quizzers,FAMILY,NaN,0,33,100,Free,0,Everyone,Education,"August 2, 2018",4.2 and up
CX-40,FAMILY,3,2,33,100,Free,0,Everyone,Entertainment,"December 14, 2017",4.0 and up
Familial Hypercholesterolaemia Handbook,MEDICAL,1,2,33,100,Free,0,Everyone,Medical,"July 2, 2018",4.1 and up
EF Lens Simulator,PHOTOGRAPHY,NaN,2,33,100,Paid,$9.99,Everyone,Photography,"February 27, 2017",2.2 and up
DM AirDisk HDD,TOOLS,NaN,4,33,100,Free,0,Everyone,Tools,"July 28, 2018",4.0.3 and up
Valencia CF Wallpapers 4 Fans,LIFESTYLE,NaN,4,3.1,100,Free,0,Everyone,Lifestyle,"May 22, 2018",4.0 and up
CR -Call Recorder,TOOLS,NaN,4,3.1,100,Free,0,Everyone,Tools,"September 19, 2017",4.1 and up
DG Users,PRODUCTIVITY,4.5,8,3.1,100,Free,0,Everyone,Productivity,"June 7, 2018",4.0.3 and up
Noticias FC Barcelona,NEWS_AND_MAGAZINES,5,4,3.1,100,Free,0,Everyone,News & Magazines,"June 15, 2018",4.4 and up
DS-11 form,BUSINESS,NaN,3,28,100,Free,0,Everyone,Business,"April 27, 2018",4.1 and up
DS-82 form,BUSINESS,NaN,1,28,100,Free,0,Everyone,Business,"April 27, 2018",4.1 and up
BU HANGİ ŞARKI ? - 2018,GAME,NaN,4,28,100,Free,0,Everyone,Trivia,"June 2, 2018",4.0.3 and up
Freeland AH,MEDICAL,NaN,0,28,100,Free,0,Everyone,Medical,"December 18, 2017",4.0.3 and up
Arrowhead AH App,MEDICAL,5,3,28,100,Free,0,Everyone,Medical,"April 21, 2017",4.0.3 and up
Kimbrough AH,MEDICAL,5,5,28,100,Free,0,Everyone,Medical,"September 21, 2017",4.0.3 and up
B-L Animal Hospital,MEDICAL,NaN,1,28,100,Free,0,Everyone,Medical,"June 8, 2017",4.0.3 and up
Mat|r viewer,PRODUCTIVITY,NaN,5,28,100,Free,0,Everyone,Productivity,"July 27, 2018",5.0 and up
NEMA ei,BUSINESS,5,4,12,100,Free,0,Everyone,Business,"November 6, 2017",4.4 and up
NativeScript Developer Day EU,BUSINESS,NaN,2,12,100,Free,0,Everyone,Business,"September 23, 2017",4.2 and up
CB Mobile GA,FINANCE,NaN,1,12,100,Free,0,Everyone,Finance,"November 21, 2017",4.1 and up
Jimbo's Pit Bar B-Q,FOOD_AND_DRINK,NaN,3,12,100,Free,0,Everyone,Food & Drink,"November 28, 2016",4.0 and up
DG Xplained,HEALTH_AND_FITNESS,NaN,1,12,100,Free,0,Everyone,Health & Fitness,"May 2, 2018",4.1 and up
FQ Magazine,LIFESTYLE,NaN,1,12,100,Free,0,Everyone,Lifestyle,"December 12, 2016",4.1 and up
CP Trivia,GAME,5,5,12,100,Free,0,Everyone,Trivia,"August 6, 2018",5.0 and up
Learn Quran with Elif Ba,FAMILY,NaN,3,12,100,Paid,$1.49,Everyone,Education,"March 3, 2017",2.3 and up
BV Bombers,SPORTS,NaN,0,12,100,Free,0,Everyone,Sports,"January 31, 2017",4.0 and up
Austria Wien FK - Fussball - Inoffizielle App,SPORTS,NaN,2,12,100,Free,0,Everyone,Sports,"July 27, 2018",4.1 and up
Florida Beach Wallpapers HD,TRAVEL_AND_LOCAL,5,3,12,100,Free,0,Everyone,Travel & Local,"December 30, 2015",4.1 and up
BK Formula Calculator 2,TOOLS,NaN,4,12,100,Free,0,Everyone,Tools,"August 7, 2016",4.2 and up
P-Home for KLWP,PERSONALIZATION,5,4,12,100,Paid,$0.99,Everyone,Personalization,"May 15, 2018",5.0 and up
Axe Wallpaper,PERSONALIZATION,4.7,9,12,100,Free,0,Teen,Personalization,"February 3, 2017",4.0 and up
Wallpapers Mercedes Benz CL,PERSONALIZATION,NaN,2,12,100,Free,0,Teen,Personalization,"March 5, 2017",4.1 and up
EF App,BUSINESS,5,8,20,100,Free,0,Everyone,Business,"January 23, 2017",4.4 and up
FE Connect Drive-Tech,BUSINESS,NaN,0,20,100,Free,0,Everyone,Business,"February 12, 2018",4.1 and up
eP Scanner,EVENTS,NaN,0,20,100,Free,0,Everyone,Events,"October 13, 2017",4.4 and up
ZombieVital DG,FAMILY,4.3,10,20,100,Paid,$12.99,Everyone,Simulation,"August 4, 2018",Varies with device
FE Chemical Engineering Exam Prep,FAMILY,NaN,2,20,100,Free,0,Everyone,Education,"July 27, 2018",5.0 and up
Dermatology Atlas (Colored & Illustrative),MEDICAL,5,3,20,100,Free,0,Everyone,Medical,"July 19, 2018",4.1 and up
Chest CT Sectional Walker,MEDICAL,NaN,2,20,100,Paid,$9.99,Everyone,Medical,"July 9, 2016",4.0 and up
Cy-Fair VFD EMS Protocols,MEDICAL,5,2,20,100,Free,0,Everyone 10+,Medical,"September 21, 2017",4.1 and up
Schulman B.V.,SHOPPING,4,6,20,100,Free,0,Everyone,Shopping,"September 14, 2016",4.1 and up
CD View Lite,TOOLS,NaN,2,20,100,Free,0,Everyone,Tools,"February 2, 2018",4.1 and up
DF-CAM,TOOLS,NaN,2,20,100,Free,0,Everyone,Tools,"May 16, 2018",4.3 and up
NetApp CE,BUSINESS,NaN,0,21,100,Free,0,Everyone,Business,"February 27, 2018",5.0 and up
Fr Lupupa Sermons,BUSINESS,4.8,19,21,100,Free,0,Everyone,Business,"June 12, 2018",4.4 and up
Mindvalley U Tallinn 2018,EVENTS,5,1,21,100,Free,0,Everyone,Events,"July 3, 2018",4.4 and up
Bitcoin BX Thailand PRO,FINANCE,1.7,21,21,100,Paid,$4.99,Everyone,Finance,"October 22, 2017",4.0.3 and up
FE Other Disciplines Engineering Exam Prep,FAMILY,NaN,0,21,100,Free,0,Everyone,Education,"July 27, 2018",5.0 and up
ep-liggare - Elektronisk personalliggare,TOOLS,NaN,0,21,100,Free,0,Everyone,Tools,"June 26, 2018",4.1 and up
Bx-WiFi-GI,VIDEO_PLAYERS,NaN,0,21,100,Free,0,Everyone,Video Players & Editors,"August 15, 2017",4.1 and up
TrainPal EU- Book German Train Tickets,MAPS_AND_NAVIGATION,NaN,1,21,100,Free,0,Everyone,Maps & Navigation,"March 29, 2018",4.2 and up
BI APP,FINANCE,5,2,2.7,100,Free,0,Everyone,Finance,"February 19, 2016",4.0 and up
CF PD,FINANCE,NaN,4,2.7,100,Free,0,Everyone,Finance,"March 28, 2018",4.1 and up
BV Sridhara Maharaj,FAMILY,5,8,2.7,100,Free,0,Everyone,Entertainment,"December 3, 2017",4.1 and up
DV Statistics,SOCIAL,4.2,6,2.7,100,Free,0,Everyone,Social,"October 8, 2015",4.0.3 and up
Shopping List S PRO,SHOPPING,4.8,14,2.7,100,Paid,$2.49,Everyone,Shopping,"May 16, 2018",4.1 and up
Analog and Digital Clock AW-7PRO,TOOLS,NaN,4,2.7,100,Paid,$1.99,Everyone,Tools,"March 15, 2018",4.3 and up
BQ Scanner,TOOLS,3,2,2.7,100,Free,0,Everyone,Tools,"October 10, 2017",4.4 and up
BL Banking DES,FINANCE,NaN,3,5.5,100,Free,0,Everyone,Finance,"July 18, 2018",4.0 and up
Qarabağ FK,SPORTS,NaN,9,5.5,100,Free,0,Everyone,Sports,"August 1, 2018",4.2 and up
DK Studio Barbershop,BEAUTY,NaN,8,17,100,Free,0,Everyone,Beauty,"March 20, 2018",4.1 and up
Qserve EU MDR First Aid,BUSINESS,3,2,17,100,Free,0,Everyone,Business,"May 11, 2017",4.1 and up
EW Handbook,BUSINESS,NaN,1,17,100,Free,0,Everyone,Business,"June 11, 2015",2.3.3 and up
C W Browser,COMMUNICATION,4.4,14,17,100,Free,0,Everyone,Communication,"October 28, 2017",4.0 and up
FO OP St-Nazaire,COMMUNICATION,NaN,1,17,100,Free,0,Everyone,Communication,"December 19, 2017",4.1 and up
FO AIRBUS Nantes,COMMUNICATION,NaN,0,17,100,Free,0,Everyone,Communication,"December 14, 2017",4.1 and up
AMBW Dating App: Asian Men Black Women Interracial,DATING,3.5,2,17,100,Paid,$7.99,Mature 17+,Dating,"January 21, 2017",4.0 and up
BJ & Jamie,FAMILY,3.9,13,17,100,Free,0,Everyone,Entertainment,"July 6, 2015",2.3.3 and up
BZ Bingo,FAMILY,NaN,1,17,100,Free,0,Everyone,Entertainment,"April 3, 2018",4.0.3 and up
Pyaar Ek Dhoka hai Game - Anti Valentines,FAMILY,NaN,8,17,100,Free,0,Everyone,Casual,"February 11, 2018",4.1 and up
Eversense,MEDICAL,NaN,3,17,100,Free,0,Everyone,Medical,"July 18, 2018",4.4 and up
Analog BW - Camera filter effect foto film retouch,PHOTOGRAPHY,NaN,2,17,100,Free,0,Everyone,Photography,"May 23, 2018",4.4 and up
Experience BA,TRAVEL_AND_LOCAL,NaN,6,17,100,Free,0,Everyone,Travel & Local,"June 27, 2018",4.1 and up
Themes DAF CF 85 Trucks,PERSONALIZATION,NaN,2,17,100,Free,0,Teen,Personalization,"June 9, 2016",2.3.3 and up
BW-IVMS,PRODUCTIVITY,NaN,0,17,100,Free,0,Everyone,Productivity,"July 26, 2018",4.1 and up
SCS eC,PRODUCTIVITY,4.4,7,17,100,Free,0,Everyone,Productivity,"October 21, 2016",4.1 and up
EC MANAGER,VIDEO_PLAYERS,NaN,2,17,100,Free,0,Everyone,Video Players & Editors,"June 13, 2018",4.1 and up
Android P | Xperia™ Theme 4800+ icons,PERSONALIZATION,4.6,29,39,100,Paid,$1.99,Everyone,Personalization,"May 16, 2018",6.0 and up
Dr. Splorchy Presents Space Heroes,GAME,4.6,18,31,100,Paid,$4.99,Mature 17+,Adventure,"July 23, 2018",7.0 and up
"Town of Princeton, BC",PRODUCTIVITY,4.8,4,31,100,Free,0,Everyone,Productivity,"June 25, 2018",4.0 and up
BV MAAp,BUSINESS,NaN,9,4.2,100,Free,0,Everyone,Business,"December 4, 2015",4.1 and up
tournaments and more.aj.2,COMMUNICATION,NaN,0,4.2,100,Free,0,Teen,Communication,"September 25, 2017",2.3 and up
